"","go_id","pval","padj","description","full_go","cluster"
"1085","GO:0070391",0.0025663418037942,0.0491156438598592,"response to lipoteichoic acid","GO:0070391 response to lipoteichoic acid",3
"1086","GO:0070424",0.0025663418037942,0.0491156438598592,"regulation of nucleotide-binding oligomerization domain containing signaling pathway","GO:0070424 regulation of nucleotide-binding oligomerization domain containing signaling pathway",3
"1087","GO:0071223",0.0025663418037942,0.0491156438598592,"cellular response to lipoteichoic acid","GO:0071223 cellular response to lipoteichoic acid",3
"1088","GO:0071394",0.0025663418037942,0.0491156438598592,"cellular response to testosterone stimulus","GO:0071394 cellular response to testosterone stimulus",3
"1089","GO:1904526",0.0025663418037942,0.0491156438598592,"regulation of microtubule binding","GO:1904526 regulation of microtubule binding",3
"1090","GO:1904896",0.0025663418037942,0.0491156438598592,"ESCRT complex disassembly","GO:1904896 ESCRT complex disassembly",3
"1091","GO:1904903",0.0025663418037942,0.0491156438598592,"ESCRT III complex disassembly","GO:1904903 ESCRT III complex disassembly",3
"1092","GO:0044271",0.00258818565514901,0.0494147714999878,"cellular nitrogen compound biosynthetic process","GO:0044271 cellular nitrogen compound biosynthetic process",3
"1093","GO:0070613",0.0025863999396913,0.0494147714999878,"regulation of protein processing","GO:0070613 regulation of protein processing",3
"1094","GO:0051098",0.00260884501456903,0.0497494857454506,"regulation of binding","GO:0051098 regulation of binding",3
"1095","GO:0050873",0.00261423275496601,0.0497925242335082,"brown fat cell differentiation","GO:0050873 brown fat cell differentiation",3
